EVENTID,TYPE,AUTHOR,DATE,TIME,LAT,LON,DEPTH,DEPFIX,AUTHOR,TYPE,MAG,Extra_0,Extra_1,Extra_2,Extra_3,Extra_4,Extra_5,Extra_6,Extra_7,Extra_8,Extra_9,Extra_10,Extra_11,Extra_12,Extra_13,Extra_14,Extra_15,Extra_16,Extra_17,Extra_18,Extra_19,Extra_20,Extra_21,Extra_22,Extra_23,Extra_24,Extra_25,Extra_26,Extra_27,Extra_28,Extra_29,Extra_30,Extra_31,Extra_32,Extra_33,Extra_34,Extra_35,Extra_36,Extra_37,Extra_38,Extra_39,Extra_40,Extra_41,Extra_42,Extra_43,Extra_44,Extra_45,Extra_46,Extra_47,Extra_48,Extra_49,Extra_50,Extra_51,Extra_52,Extra_53,Extra_54,Extra_55,Extra_56,Extra_57,Extra_58,Extra_59,Extra_60,Extra_61,Extra_62,Extra_63,Extra_64,Extra_65,Extra_66,Extra_67,Extra_68,Extra_69,Extra_70,Extra_71,Extra_72,Extra_73,Extra_74,Extra_75,Extra_76,Extra_77,Extra_78,Extra_79,Extra_80,Extra_81,Extra_82,Extra_83,Extra_84,Extra_85,Extra_86,Extra_87,Extra_88,Extra_89,Extra_90,Extra_91,Extra_92,Extra_93,Extra_94,Extra_95,Extra_96,Extra_97,Extra_98,Extra_99,Extra_100,Extra_101,Extra_102,Extra_103,Extra_104,Extra_105,Extra_106,Extra_107,Extra_108,Extra_109,Extra_110
   753306,ke  ,ISC      ,04-12-1973,12:48:54.30, 22.6613,  93.9308,88.0,TRUE  ,ISC      ,mb    ,4.5,MOS      ,MB    , 5.1,NEIS     ,mb    , 4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   753854,ke  ,ISC      ,26-12-1973,01:42:23.01, 22.4259,  93.3119,42.7,      ,ISC      ,mb    ,4.9,MOS      ,MB    , 5.1,NEIS     ,mb    , 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   752171,ke  ,ISC      ,01-01-1974,13:52:42.87, 19.8733,  95.2056,35.0,TRUE  ,ISC      ,mb    ,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   752378,ke  ,ISC      ,07-01-1974,05:18:25.85, 23.3634,  94.5459,103.1,      ,ISC      ,mb    ,4.8,MOS      ,MB    , 4.9,NEIS     ,mb    , 4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   752827,ke  ,ISC      ,20-01-1974,20:05:18.72, 22.7832,  92.8523,19.9,      ,ISC      ,mb    ,4.9,MOS      ,MB    , 5.4,MOS      ,MS    , 4.9,NEIS     ,mb    , 4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   753090,ke  ,ISC      ,28-01-1974,14:17:31.59, 26.0978,  93.1584,35.0,TRUE  ,NEIS     ,mb    ,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   750099,ke  ,ISC      ,05-03-1974,03:12:33.14, 22.9813,  94.2517,105.0,TRUE  ,ISC      ,mb    ,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   750653,ke  ,ISC      ,20-03-1974,07:47:51.57, 22.5574,  95.3355,35.0,TRUE  ,ISC      ,mb    ,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   750869,ke  ,ISC      ,25-03-1974,21:14:47.50, 17.3705,  93.9348,46.3,      ,ISC      ,mb    ,4.8,MOS      ,MB    , 5.2,NEIS     ,mb    , 4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   749027,ke  ,ISC      ,05-04-1974,03:46:31.72, 21.3274,  93.5947,49.0,TRUE  ,ISC      ,mb    ,5.0,MOS      ,MB    , 5.0,NEIS     ,mb    , 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   749081,ke  ,ISC      ,06-04-1974,12:34:22.72, 27.5316,  99.6247,35.0,TRUE  ,ISC      ,mb    ,4.6,NEIS     ,mb    , 4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   749109,ke  ,ISC      ,07-04-1974,06:20:31.52, 25.4108,  96.6430,25.0,TRUE  ,ISC      ,mb    ,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   748228,ke  ,ISC      ,15-05-1974,03:51:22.27, 25.6447,  91.8079,26.4,      ,ISC      ,mb    ,4.6,MOS      ,MB    , 4.8,NEIS     ,mb    , 4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   748643,ke  ,ISC      ,25-05-1974,16:07:27.65, 24.5222,  94.8506,112.0,TRUE  ,ISC      ,mb    ,4.7,MOS      ,MB    , 5.0,NEIS     ,mb    , 4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   747356,ke  ,ISC      ,22-06-1974,18:10:52.57, 25.8304,  93.7060,33.0,TRUE  ,ISC      ,mb    ,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   747358,ke  ,ISC      ,22-06-1974,18:48:47.95, 22.7482,  94.2646,105.0,TRUE  ,NEIS     ,mb    ,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   745676,ke  ,ISC      ,09-07-1974,07:17:09.94, 27.2976,  92.4423,18.0,TRUE  ,ISC      ,mb    ,4.6,NEIS     ,mb    , 4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   746248,ke  ,ISC      ,23-07-1974,03:06:33.06, 21.9382,  93.0588,42.0,TRUE  ,ISC      ,mb    ,4.9,NEIS     ,mb    , 4.4,MOS      ,MB    , 4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   739147,ke  ,ISC      ,24-08-1974,18:18:48.08, 25.7472,  96.3453,35.0,TRUE  ,ISC      ,mb    ,4.8,MOS      ,MB    , 5.1,MOS      ,MS    , 4.3,NEIS     ,mb    , 4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   739394,ke  ,ISC      ,30-08-1974,20:02:47.61, 22.8950,  94.4429,105.0,TRUE  ,ISC      ,mb    ,4.5,NEIS     ,mb    , 4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   737247,ke  ,ISC      ,07-09-1974,11:40:30.63, 25.8424,  96.2924,35.0,TRUE  ,MOS      ,MB    ,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   737754,ke  ,ISC      ,21-09-1974,06:27:43.59, 25.6571,  90.9801,28.2,      ,ISC      ,mb    ,4.8,NEIS     ,mb    , 4.7,MOS      ,MB    , 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   737789,ke  ,ISC      ,21-09-1974,17:53:38.15, 24.0556,  94.4086,102.3,      ,ISC      ,mb    ,4.5,NEIS     ,mb    , 4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   735476,ke  ,ISC      ,16-11-1974,04:53:09.91, 20.0101,  98.0377,10.0,TRUE  ,ISC      ,mb    ,4.8,MOS      ,MB    , 4.9,MOS      ,MS    , 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   735502,ke  ,ISC      ,16-11-1974,22:07:25.74, 24.8802,  95.2587,146.0,      ,ISC      ,mb    ,4.8,MOS      ,MB    , 5.3,NEIS     ,mb    , 4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   735680,ke  ,ISC      ,21-11-1974,19:45:13.34, 19.9514,  94.9021,82.2,      ,ISC      ,mb    ,5.0,MOS      ,MB    , 5.1,NEIS     ,mb    , 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   733850,ke  ,ISC      ,02-12-1974,01:08:47.65, 24.2885,  95.2027,112.0,TRUE  ,ISC      ,mb    ,5.1,NEIS     ,mb    , 4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   734054,ke  ,ISC      ,07-12-1974,13:55:02.69, 23.8955,  93.8627,55.6,      ,ISC      ,mb    ,4.8,MOS      ,MB    , 5.0,NEIS     ,mb    , 4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   734574,ke  ,ISC      ,21-12-1974,20:40:04.32, 25.5258,  97.4179,35.0,TRUE  ,ISC      ,mb    ,4.8,MOS      ,MB    , 4.9,NEIS     ,mb    , 4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   733205,ke  ,ISC      ,13-01-1975,03:45:18.44, 24.7423,  93.9996,35.0,TRUE  ,ISC      ,mb    ,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   733345,ke  ,ISC      ,17-01-1975,15:09:44.40, 22.7128,  93.8348,35.0,TRUE  ,ISC      ,mb    ,4.6,NEIS     ,mb    , 4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   732384,de  ,ISC      ,17-02-1975,03:38:21.25, 17.6413,  97.8596,4.2,      ,ISC      ,mb    ,5.7,ISC      ,MS    , 5.8,NEIS     ,mb    , 5.6,NEIS     ,MS    , 5.9,MOS      ,MB    , 5.8,MOS      ,MS    , 5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   730897,ke  ,ISC      ,03-03-1975,02:14:55.86, 22.4355,  94.4520,71.0,      ,ISC      ,mb    ,4.5,NEIS     ,mb    , 4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   730920,ke  ,ISC      ,03-03-1975,19:24:26.30, 24.1046,  93.3799,57.0,TRUE  ,ISC      ,mb    ,4.7,MOS      ,MB    , 5.0,NEIS     ,mb    , 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   731204,ke  ,ISC      ,13-03-1975,14:32:21.17, 16.7901,  93.7287,10.0,TRUE  ,ISC      ,mb    ,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   730189,ke  ,ISC      ,16-04-1975,08:38:35.84, 27.9954,  99.5738,35.0,TRUE  ,ISC      ,mb    ,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   729215,ke  ,ISC      ,21-05-1975,03:16:19.32, 23.8389,  94.0567,46.0,      ,ISC      ,mb    ,5.4,MOS      ,mb    , 5.7,MOS      ,MS    , 4.9,NEIS     ,mb    , 5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   729597,ke  ,ISC      ,30-05-1975,17:45:00.51, 26.5207,  96.9677,40.9,      ,ISC      ,mb    ,5.8,ISC      ,MS    , 6.2,MOS      ,MB    , 6.0,MOS      ,MS    , 6.1,NEIS     ,mb    , 5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   729623,ke  ,ISC      ,31-05-1975,13:12:23.13, 26.1960,  97.0769,16.0,TRUE  ,ISC      ,mb    ,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   726983,ke  ,ISC      ,03-06-1975,00:37:40.88, 26.5727,  96.9589,15.0,TRUE  ,ISC      ,mb    ,5.2,MOS      ,MB    , 5.4,MOS      ,MS    , 5.1,NEIS     ,mb    , 5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   726985,ke  ,ISC      ,03-06-1975,00:59:12.34, 26.4757,  97.0606,25.9,      ,ISC      ,mb    ,4.9,MOS      ,MB    , 5.1,NEIS     ,mb    , 4.8,NEIS     ,MSZ   , 4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   726989,ke  ,ISC      ,03-06-1975,03:23:37.14, 26.6096,  96.9248,15.0,      ,ISC      ,mb    ,5.5,ISC      ,MS    , 5.1,MOS      ,mb    , 5.6,MOS      ,MS    , 5.0,NEIS     ,mb    , 5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   727302,ke  ,ISC      ,10-06-1975,11:50:11.08, 28.2123,  95.8167,27.4,      ,ISC      ,mb    ,5.0,MOS      ,MB    , 5.4,MOS      ,MS    , 4.7,NEIS     ,mb    , 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   728331,ke  ,ISC      ,28-06-1975,21:32:03.79, 22.5633,  94.6699,124.6,      ,ISC      ,mb    ,5.0,MOS      ,MB    , 5.2,NEIS     ,mb    , 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   725977,ke  ,ISC      ,08-07-1975,12:04:38.85, 21.3668,  94.6020,106.8,      ,ISC      ,mb    ,6.2,JMA      ,M     , 6.8,MOS      ,MB    , 6.5,NEIS     ,mb    , 6.5,GCMT     ,MW    , 7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   725989,ke  ,ISC      ,08-07-1975,19:36:42.34, 21.1518,  94.1877,52.0,TRUE  ,ISC      ,mb    ,4.5,NEIS     ,mb    , 4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   726013,ke  ,ISC      ,09-07-1975,11:30:35.11, 21.4258,  94.5779,120.0,TRUE  ,ISC      ,mb    ,4.8,NEIS     ,mb    , 4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   726511,ke  ,ISC      ,23-07-1975,03:03:11.52, 26.5346,  96.3498,16.5,      ,ISC      ,mb    ,5.3,ISC      ,MS    , 5.1,MOS      ,MB    , 5.4,MOS      ,MS    , 5.1,NEIS     ,mb    , 5.2,NEIS     ,MSZ   , 4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   723599,ke  ,ISC      ,03-09-1975,21:50:35.90, 25.8248,  99.8430,35.0,TRUE  ,ISC      ,mb    ,4.9,MOS      ,MB    , 5.0,MOS      ,MS    , 4.8,NEIS     ,mb    , 4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   723665,ke  ,ISC      ,06-09-1975,01:55:18.30, 21.0380,  96.4155,35.0,TRUE  ,ISC      ,mb    ,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   723889,ke  ,ISC      ,11-09-1975,23:07:46.94, 20.8469,  99.3140,35.0,TRUE  ,ISC      ,mb    ,4.6,NEIS     ,mb    , 4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   724086,ke  ,ISC      ,17-09-1975,03:00:21.29, 22.3267,  94.1617,80.7,      ,ISC      ,mb    ,4.8,MOS      ,MB    , 5.1,NEIS     ,mb    , 4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   724158,ke  ,ISC      ,18-09-1975,23:01:57.56, 19.9949,  98.5863,12.3,      ,ISC      ,mb    ,4.8,MOS      ,MB    , 5.1,MOS      ,MS    , 5.3,NEIS     ,mb    , 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   724492,ke  ,ISC      ,29-09-1975,13:42:42.85, 18.2221,  96.3807,18.4,      ,ISC      ,mb    ,5.1,MOS      ,mb    , 5.5,MOS      ,MS    , 5.5,NEIS     ,mb    , 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   723113,ke  ,ISC      ,21-10-1975,07:10:57.67, 22.5473,  94.2172,105.0,TRUE  ,ISC      ,mb    ,5.0,NEIS     ,mb    , 4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   721969,ke  ,ISC      ,19-11-1975,14:01:24.90, 21.4255,  94.5306,97.0,TRUE  ,ISC      ,mb    ,4.6,NEIS     ,mb    , 4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   720363,ke  ,ISC      ,13-12-1975,22:35:45.76, 23.5988,  94.0669,60.1,      ,ISC      ,mb    ,5.1,MOS      ,MB    , 5.4,NEIS     ,mb    , 5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   720595,ke  ,ISC      ,20-12-1975,04:59:23.09, 27.7459,  96.2122,35.0,TRUE  ,ISC      ,mb    ,4.4,NEIS     ,mb    , 4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   720983,ke  ,ISC      ,29-12-1975,01:20:00.65, 26.6891,  97.0803,15.0,TRUE  ,ISC      ,mb    ,4.8,MOS      ,MB    , 5.2,MOS      ,MS    , 5.0,NEIS     ,mb    , 4.8,NEIS     ,MSZ   , 4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   720992,ke  ,ISC      ,29-12-1975,05:07:58.18, 26.7440,  97.1847,22.5,      ,ISC      ,mb    ,5.5,ISC      ,MS    , 6.1,MOS      ,mb    , 5.7,MOS      ,MS    , 6.0,NEIS     ,mb    , 5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   721053,ke  ,ISC      ,30-12-1975,08:57:22.94, 18.1718,  96.5502,9.2,      ,ISC      ,mb    ,5.0,MOS      ,MB    , 5.2,MOS      ,MS    , 5.2,NEIS     ,mb    , 5.0,NEIS     ,MSZ   , 5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   717355,ke  ,ISC      ,01-02-1976,15:38:44.38, 24.4499,  93.3763,55.0,TRUE  ,NEIS     ,mb    ,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   717955,ke  ,ISC      ,17-02-1976,07:50:58.06, 20.2550,  95.7957,35.0,TRUE  ,NEIS     ,mb    ,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   716451,ke  ,ISC      ,11-03-1976,00:32:39.82, 26.7045,  92.2142,40.0,TRUE  ,ISC      ,mb    ,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   716648,ke  ,ISC      ,16-03-1976,04:56:01.31, 24.5985,  92.5309,60.0,TRUE  ,NEIS     ,mb    ,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   716806,ke  ,ISC      ,20-03-1976,04:53:21.25, 19.0433,  95.2237,13.0,TRUE  ,ISC      ,mb    ,4.8,NEIS     ,mb    , 4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
