EVENTID,TYPE,AUTHOR,DATE,TIME,LAT,LON,DEPTH,DEPFIX,AUTHOR,TYPE,MAG,Extra_0,Extra_1,Extra_2,Extra_3,Extra_4,Extra_5,Extra_6,Extra_7,Extra_8,Extra_9,Extra_10,Extra_11,Extra_12,Extra_13,Extra_14,Extra_15,Extra_16,Extra_17,Extra_18,Extra_19,Extra_20,Extra_21,Extra_22,Extra_23,Extra_24,Extra_25,Extra_26,Extra_27,Extra_28,Extra_29,Extra_30,Extra_31,Extra_32,Extra_33,Extra_34,Extra_35,Extra_36,Extra_37,Extra_38,Extra_39,Extra_40,Extra_41,Extra_42,Extra_43,Extra_44,Extra_45,Extra_46,Extra_47,Extra_48,Extra_49,Extra_50,Extra_51,Extra_52,Extra_53,Extra_54,Extra_55,Extra_56,Extra_57,Extra_58,Extra_59,Extra_60,Extra_61,Extra_62,Extra_63,Extra_64,Extra_65,Extra_66,Extra_67,Extra_68,Extra_69,Extra_70,Extra_71,Extra_72,Extra_73,Extra_74,Extra_75,Extra_76,Extra_77,Extra_78,Extra_79,Extra_80,Extra_81,Extra_82,Extra_83,Extra_84,Extra_85,Extra_86,Extra_87,Extra_88,Extra_89,Extra_90,Extra_91,Extra_92,Extra_93,Extra_94,Extra_95,Extra_96,Extra_97,Extra_98,Extra_99,Extra_100,Extra_101,Extra_102,Extra_103,Extra_104,Extra_105,Extra_106,Extra_107,Extra_108,Extra_109,Extra_110
619745219,se  ,IDC      ,03-01-2021,02:57:53.43, 15.8241,  93.0809,0.0,TRUE  ,IDC      ,mb    ,3.5,IDC      ,mbtmp , 3.5,IDC      ,ML    , 3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619762789,se  ,ISC      ,06-01-2021,15:08:40.28, 22.9626,  94.1635,58.0,TRUE  ,ISC      ,mb    ,3.7,NDI      ,ML    , 3.2,NDI      ,MW    , 3.1,IDC      ,mb    , 3.4,IDC      ,mbtmp , 3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621230969,se  ,ISC      ,13-01-2021,01:07:21.00, 22.7370,  94.4683,106.0,TRUE  ,ISC      ,mb    ,4.1,IDC      ,mb    , 4.1,IDC      ,mbtmp , 4.0,IDC      ,ML    , 3.8,NDI      ,ML    , 4.0,NDI      ,MW    , 3.5,NEIC     ,mb    , 4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619680192,se  ,ISC      ,13-01-2021,19:15:37.48, 24.8899,  93.3760,45.4,      ,ISC      ,mb    ,4.2,ISC      ,MS    , 3.2,IDC      ,mb    , 3.9,IDC      ,mbtmp , 3.9,IDC      ,ML    , 4.1,IDC      ,MS    , 3.3,NEIC     ,mb    , 4.2,GFZ      ,M     , 4.3,GFZ      ,mb    , 4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619720912,se  ,ISC      ,16-01-2021,20:48:11.64, 23.6612,  93.4215,53.6,      ,ISC      ,mb    ,4.2,ISC      ,MS    , 3.4,MOS      ,mb    , 4.5,NDI      ,ML    , 4.0,NDI      ,MW    , 4.1,IDC      ,mb    , 3.7,IDC      ,mbtmp , 4.0,IDC      ,MS    , 3.3,NEIC     ,mb    , 4.3,BKK      ,M     , 4.0,BKK      ,mb    , 4.3,BKK      ,mB    , 4.5,BKK      ,Mjma  , 3.9,BKK      ,ML    , 4.7,BKK      ,MLv   , 4.5,BKK      ,Mw(mB), 3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619788673,se  ,ISC      ,16-01-2021,21:28:15.99, 23.6480,  93.5442,50.2,      ,NDI      ,ML    ,3.0,NDI      ,MW    , 3.1,IDC      ,mb    , 3.1,IDC      ,mbtmp , 3.3,IDC      ,MS    , 3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619720947,se  ,ISC      ,17-01-2021,04:44:45.55, 24.2841,  99.4101,10.0,TRUE  ,ISC      ,mb    ,4.3,ISC      ,MS    , 3.3,BJI      ,mb    , 4.3,BJI      ,mB    , 5.0,BJI      ,ML    , 4.2,BJI      ,Ms    , 4.2,BJI      ,Ms7   , 4.0,IDC      ,mb    , 4.1,IDC      ,mbtmp , 4.1,IDC      ,ML    , 4.1,IDC      ,MS    , 3.3,MOS      ,mb    , 4.5,GFZ      ,M     , 4.3,GFZ      ,mb    , 4.3,NEIC     ,mb    , 4.4,BKK      ,M     , 4.2,BKK      ,MLv   , 4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619795206,se  ,ISC      ,17-01-2021,06:59:47.51, 26.0491,  96.3692,10.0,TRUE  ,ISC      ,mb    ,4.2,NDI      ,ML    , 4.1,NDI      ,MW    , 3.8,IDC      ,mb    , 3.8,IDC      ,mbtmp , 3.8,IDC      ,ML    , 4.0,NEIC     ,mb    , 4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619720983,se  ,ISC      ,17-01-2021,13:42:51.64, 24.5520,  97.1151,10.0,TRUE  ,ISC      ,mb    ,3.9,ISC      ,MS    , 3.0,BKK      ,M     , 4.3,BKK      ,mb    , 4.4,BKK      ,mB    , 4.3,BKK      ,Mjma  , 4.1,BKK      ,ML    , 4.7,BKK      ,MLv   , 4.7,BKK      ,Mw(mB), 3.4,IDC      ,mb    , 3.6,IDC      ,mbtmp , 3.6,IDC      ,ML    , 3.6,IDC      ,MS    , 3.0,GFZ      ,mb    , 4.1,NEIC     ,mb    , 4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619798861,ke  ,ISC      ,19-01-2021,02:18:05.28, 21.7908,  91.8799,35.0,TRUE  ,ISC      ,mb    ,3.6,IDC      ,mb    , 3.6,IDC      ,mbtmp , 3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619763356,se  ,ISC      ,22-01-2021,21:14:42.82, 24.3074,  94.9472,119.4,      ,ISC      ,mb    ,4.2,BJI      ,mb    , 4.3,BJI      ,mB    , 4.5,NDI      ,ML    , 3.8,BKK      ,mb    , 4.5,BKK      ,mB    , 5.3,BKK      ,ML    , 5.2,BKK      ,MLv   , 4.3,BKK      ,Mw(mB), 4.7,IDC      ,mb    , 3.6,IDC      ,mbtmp , 4.0,GFZ      ,M     , 4.3,GFZ      ,mb    , 4.3,NEIC     ,mb    , 4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619808485,se  ,IDC      ,23-01-2021,07:55:59.91, 24.1673,  92.8062,0.0,TRUE  ,IDC      ,mb    ,3.3,IDC      ,mbtmp , 3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619829095,se  ,ISC      ,26-01-2021,07:05:17.54, 25.0097,  94.0961,43.5,      ,ISC      ,mb    ,3.5,IDC      ,mb    , 3.5,IDC      ,mbtmp , 3.5,NDI      ,ML    , 3.4,NDI      ,MW    , 3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619765571,se  ,ISC      ,26-01-2021,18:38:40.55, 26.1558,  95.5800,98.2,      ,NDI      ,ML    ,3.7,NDI      ,MW    , 3.8,GFZ      ,M     , 4.1,GFZ      ,mb    , 4.1,IDC      ,mb    , 3.0,IDC      ,mbtmp , 3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619831696,se  ,ISC      ,27-01-2021,18:56:24.02, 25.9954,  95.5382,118.8,      ,ISC      ,mb    ,3.9,IDC      ,mb    , 4.1,IDC      ,mbtmp , 3.7,IDC      ,ML    , 3.3,NEIC     ,mb    , 4.2,NDI      ,ML    , 4.0,NDI      ,MW    , 3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622292499,se  ,BKK      ,29-01-2021,19:25:48.40, 15.1600,  96.5100,10.0,      ,BKK      ,M     ,3.9,BKK      ,mb    , 3.9,BKK      ,mB    , 4.7,BKK      ,Mjma  , 3.7,BKK      ,MLv   , 4.0,BKK      ,Mw(mB , 3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625301771,se  ,ISC      ,31-01-2021,13:46:07.25, 26.0975,  95.5538,107.9,      ,ISC      ,mb    ,3.2,IDC      ,mb    , 3.2,IDC      ,mbtmp , 3.1,IDC      ,ML    , 3.5,IDC      ,MS    , 3.0,NDI      ,ML    , 3.6,NDI      ,MW    , 3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619833427,se  ,ISC      ,31-01-2021,15:07:20.78, 23.5090,  92.5949,10.0,TRUE  ,IDC      ,mb    ,3.3,IDC      ,mbtmp , 3.3,IDC      ,ML    , 3.7,IDC      ,MS    , 3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619782180,ke  ,ISC      ,31-01-2021,20:04:24.29, 24.8872,  94.3878,49.7,      ,ISC      ,mb    ,4.0,IDC      ,mb    , 3.5,IDC      ,mbtmp , 3.5,IDC      ,ML    , 3.8,BKK      ,M     , 3.8,BKK      ,mb    , 4.1,BKK      ,mB    , 4.0,BKK      ,Mjma  , 3.9,BKK      ,ML    , 4.8,BKK      ,MLv   , 4.5,BKK      ,Mw(mB), 3.1,NEIC     ,mb    , 4.1,NDI      ,ML    , 4.0,NDI      ,MW    , 4.0,GFZ      ,M     , 4.2,GFZ      ,mb    , 4.2,BJI      ,mb    , 4.0,BJI      ,mB    , 4.8,BJI      ,ML    , 3.7,BJI      ,Ms    , 4.3,BJI      ,Ms7   , 4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619839469,se  ,ISC      ,03-02-2021,18:57:26.67, 23.4369,  93.9844,35.0,TRUE  ,ISC      ,mb    ,3.5,IDC      ,mb    , 3.6,IDC      ,mbtmp , 3.6,IDC      ,ML    , 4.0,NDI      ,ML    , 3.2,NDI      ,MW    , 3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619808537,se  ,ISC      ,05-02-2021,11:47:47.20, 20.9504,  97.7941,10.3,      ,ISC      ,mb    ,4.7,ISC      ,MS    , 3.7,BJI      ,mb    , 4.5,BJI      ,mB    , 4.9,BJI      ,ML    , 4.8,BJI      ,Ms    , 4.6,BJI      ,Ms7   , 4.3,IDC      ,mb    , 4.4,IDC      ,mbtmp , 4.4,IDC      ,ML    , 4.4,IDC      ,MS    , 3.6,BKK      ,M     , 5.5,BKK      ,ML    , 5.7,BKK      ,MLv   , 5.4,NEIC     ,mb    , 4.7,GFZ      ,M     , 4.8,GFZ      ,mb    , 4.8,MOS      ,mb    , 4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619842956,se  ,ISC      ,06-02-2021,23:01:37.98, 21.3160,  98.1459,10.0,TRUE  ,ISC      ,mb    ,3.5,IDC      ,mb    , 3.5,IDC      ,mbtmp , 3.4,IDC      ,ML    , 3.3,IDC      ,MS    , 3.3,BKK      ,Mjma  , 3.7,BKK      ,ML    , 4.2,BKK      ,MLv   , 3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619843017,se  ,IDC      ,08-02-2021,08:19:56.50, 22.4860,  96.7873,0.0,TRUE  ,IDC      ,mb    ,3.7,IDC      ,mbtmp , 3.7,IDC      ,MS    , 3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619861960,se  ,ISC      ,10-02-2021,05:37:19.86, 16.1196,  93.0264,18.0,TRUE  ,ISC      ,mb    ,3.9,IDC      ,mb    , 3.8,IDC      ,mbtmp , 3.8,IDC      ,ML    , 3.8,BKK      ,M     , 4.0,BKK      ,mb    , 4.2,BKK      ,mB    , 4.4,BKK      ,Mjma  , 3.5,BKK      ,ML    , 4.6,BKK      ,MLv   , 4.2,BKK      ,Mw(mB), 3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625483104,se  ,ISC      ,10-02-2021,19:15:46.64, 23.7979,  92.5139,66.8,      ,NDI      ,ML    ,2.8,NDI      ,MW    , 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619862340,se  ,ISC      ,11-02-2021,08:04:50.28, 23.0169,  94.4338,107.1,      ,ISC      ,mb    ,4.1,NDI      ,ML    , 3.7,NDI      ,MW    , 3.8,NEIC     ,mb    , 4.4,IDC      ,mb    , 3.6,IDC      ,mbtmp , 3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619877776,se  ,ISC      ,16-02-2021,16:23:35.33, 28.0250,  93.3126,35.0,TRUE  ,ISC      ,mb    ,4.0,ISC      ,MS    , 4.0,IDC      ,mb    , 3.5,IDC      ,mbtmp , 3.5,IDC      ,MS    , 4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619900768,se  ,ISC      ,17-02-2021,11:37:28.38, 24.3881,  98.5310,10.0,TRUE  ,ISC      ,mb    ,3.3,IDC      ,mb    , 3.4,IDC      ,mbtmp , 3.4,IDC      ,ML    , 3.6,BKK      ,mb    , 4.0,BKK      ,mB    , 4.0,BKK      ,Mjma  , 3.7,BKK      ,MLv   , 4.0,BKK      ,Mw(mB), 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619839505,se  ,ISC      ,17-02-2021,12:24:46.52, 26.6596,  92.6417,18.6,      ,ISC      ,mb    ,4.5,IDC      ,mb    , 4.1,IDC      ,mbtmp , 4.1,IDC      ,ML    , 4.5,NDI      ,ML    , 4.7,NDI      ,MW    , 4.6,NEIC     ,mb    , 4.6,GFZ      ,M     , 4.5,GFZ      ,mb    , 4.5,BJI      ,mb    , 4.5,BJI      ,mB    , 4.8,BJI      ,ML    , 4.4,BJI      ,Ms    , 4.1,BJI      ,Ms7   , 3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619843290,se  ,ISC      ,20-02-2021,00:01:24.52, 23.3812,  94.4518,100.9,      ,ISC      ,mb    ,4.1,BKK      ,MLv   , 4.2,BJI      ,mb    , 4.4,BJI      ,mB    , 4.7,GFZ      ,mb    , 4.3,IDC      ,mb    , 3.7,IDC      ,mbtmp , 4.0,IDC      ,MS    , 3.6,NEIC     ,mb    , 4.1,NDI      ,ML    , 4.2,NDI      ,MW    , 4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619919866,se  ,ISC      ,23-02-2021,12:15:14.27, 23.9554,  94.4287,10.0,TRUE  ,ISC      ,mb    ,3.9,IDC      ,mb    , 3.8,IDC      ,mbtmp , 3.7,IDC      ,ML    , 3.5,NDI      ,ML    , 3.5,NDI      ,MW    , 3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619922896,se  ,ISC      ,24-02-2021,15:19:18.86, 25.9854,  95.4444,93.3,      ,ISC      ,mb    ,3.6,NDI      ,ML    , 4.0,NDI      ,MW    , 4.0,IDC      ,mb    , 3.5,IDC      ,mbtmp , 3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619863441,se  ,ISC      ,24-02-2021,18:16:45.60, 20.0696,  91.0587,10.0,TRUE  ,ISC      ,mb    ,4.5,ISC      ,MS    , 3.6,IDC      ,mb    , 4.1,IDC      ,mbtmp , 4.2,IDC      ,ML    , 4.5,IDC      ,MS    , 3.6,BKK      ,M     , 4.5,BKK      ,mb    , 4.9,BKK      ,mB    , 4.9,BKK      ,Mjma  , 4.5,BKK      ,ML    , 5.3,BKK      ,MLv   , 4.8,BKK      ,Mw(mB), 4.2,GFZ      ,M     , 4.8,GFZ      ,mb    , 4.6,NEIC     ,mb    , 4.5,BJI      ,mb    , 4.4,BJI      ,mB    , 4.7,BJI      ,Ms    , 4.1,BJI      ,Ms7   , 3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619863461,se  ,ISC      ,25-02-2021,02:34:29.68, 22.8134,  95.8445,32.0,TRUE  ,ISC      ,mb    ,4.6,ISC      ,MS    , 4.2,BJI      ,mb    , 4.6,BJI      ,mB    , 5.0,BJI      ,ML    , 4.4,BJI      ,Ms    , 4.8,BJI      ,Ms7   , 4.6,IDC      ,mb    , 4.2,IDC      ,mbtmp , 4.2,IDC      ,ML    , 4.5,IDC      ,MS    , 4.1,MOS      ,mb    , 4.8,MOS      ,MS    , 4.3,GCMT     ,MW    , 4.9,NEIC     ,mb    , 4.9,GFZ      ,mb    , 4.8,NDI      ,ML    , 3.9,NDI      ,MW    , 4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619924028,se  ,ISC      ,25-02-2021,03:46:02.14, 22.7674,  95.8339,10.0,TRUE  ,ISC      ,mb    ,3.9,IDC      ,mb    , 3.7,IDC      ,mbtmp , 3.7,IDC      ,ML    , 4.2,IDC      ,MS    , 3.3,BKK      ,M     , 4.4,BKK      ,mb    , 4.7,BKK      ,mB    , 4.6,BKK      ,Mjma  , 4.1,BKK      ,ML    , 4.6,BKK      ,MLv   , 4.4,BKK      ,Mw(mB), 3.8,NEIC     ,mb    , 4.2,NDI      ,ML    , 3.2,NDI      ,MW    , 3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619924034,se  ,ISC      ,25-02-2021,04:19:57.41, 22.5403,  95.6800,10.0,TRUE  ,ISC      ,mb    ,4.1,ISC      ,MS    , 4.4,IDC      ,mb    , 3.9,IDC      ,mbtmp , 3.9,IDC      ,ML    , 4.1,IDC      ,MS    , 4.4,BKK      ,M     , 4.2,BKK      ,Mjma  , 4.1,BKK      ,ML    , 4.5,BKK      ,MLv   , 4.1,NDI      ,ML    , 3.2,NDI      ,MW    , 3.6,NEIC     ,mb    , 4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619863479,se  ,ISC      ,25-02-2021,07:50:20.47, 22.8170,  95.9400,10.0,TRUE  ,ISC      ,mb    ,4.4,ISC      ,MS    , 3.9,BJI      ,mb    , 4.3,BJI      ,mB    , 4.8,BJI      ,ML    , 4.3,BJI      ,Ms    , 4.3,BJI      ,Ms7   , 4.1,MOS      ,mb    , 4.5,IDC      ,mb    , 4.1,IDC      ,mbtmp , 4.1,IDC      ,ML    , 4.5,IDC      ,MS    , 3.9,GFZ      ,M     , 4.6,GFZ      ,mb    , 4.6,NEIC     ,mb    , 4.5,BKK      ,M     , 4.9,BKK      ,mb    , 5.2,BKK      ,mB    , 5.1,BKK      ,Mjma  , 4.8,BKK      ,ML    , 5.0,BKK      ,MLv   , 4.8,BKK      ,Mw(mB), 4.5,NDI      ,ML    , 3.7,NDI      ,MW    , 3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619866022,se  ,ISC      ,25-02-2021,09:26:14.89, 22.8105,  95.9884,10.0,TRUE  ,ISC      ,mb    ,4.4,IDC      ,mb    , 3.9,IDC      ,mbtmp , 3.8,IDC      ,ML    , 4.0,BKK      ,M     , 4.2,BKK      ,Mjma  , 4.2,BKK      ,ML    , 4.5,BKK      ,MLv   , 4.0,NDI      ,ML    , 3.5,NDI      ,MW    , 3.9,GFZ      ,M     , 4.5,GFZ      ,mb    , 4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619932823,se  ,IDC      ,27-02-2021,11:37:30.46, 26.5911,  98.2647,0.0,TRUE  ,IDC      ,mb    ,3.3,IDC      ,mbtmp , 3.4,IDC      ,ML    , 3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619938991,se  ,ISC      ,01-03-2021,03:36:06.37, 21.3166,  94.8517,150.0,TRUE  ,ISC      ,mb    ,3.7,IDC      ,mb    , 3.4,IDC      ,mbtmp , 3.8,IDC      ,MS    , 3.8,NDI      ,ML    , 3.9,NDI      ,MW    , 3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619939028,se  ,ISC      ,01-03-2021,14:39:50.25, 24.7151,  92.9408,10.0,TRUE  ,ISC      ,mb    ,3.6,NDI      ,ML    , 4.0,NDI      ,MW    , 3.6,IDC      ,mb    , 3.4,IDC      ,mbtmp , 3.4,IDC      ,ML    , 3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619939030,se  ,IDC      ,01-03-2021,14:59:20.33, 26.1473,  99.9871,0.0,TRUE  ,IDC      ,mb    ,3.4,IDC      ,mbtmp , 3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620177796,se  ,ISC      ,07-03-2021,01:10:44.70, 25.7628,  98.6036,10.0,TRUE  ,IDC      ,mb    ,3.2,IDC      ,mbtmp , 3.2,IDC      ,ML    , 3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620180322,se  ,IDC      ,08-03-2021,03:16:00.49, 23.1119,  93.4000,0.0,TRUE  ,IDC      ,mb    ,3.3,IDC      ,mbtmp , 3.3,IDC      ,MS    , 3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619923548,se  ,ISC      ,09-03-2021,11:14:59.77, 25.3994,  94.9698,77.7,      ,ISC      ,mb    ,4.6,BKK      ,M     , 4.0,BKK      ,mb    , 4.1,BKK      ,mB    , 4.2,BKK      ,Mjma  , 3.8,BKK      ,ML    , 4.7,BKK      ,MLv   , 4.5,BKK      ,Mw(mB), 3.3,NEIC     ,mb    , 4.6,GFZ      ,M     , 4.7,GFZ      ,mb    , 4.5,IDC      ,mb    , 4.0,IDC      ,mbtmp , 4.4,IDC      ,MS    , 3.0,NDI      ,ML    , 4.3,NDI      ,MW    , 4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620183977,se  ,ISC      ,10-03-2021,15:03:28.72, 24.5763,  95.7480,35.0,TRUE  ,ISC      ,mb    ,3.3,IDC      ,mb    , 3.3,IDC      ,mbtmp , 3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620185438,se  ,ISC      ,11-03-2021,02:34:14.48, 22.6919,  94.4367,106.0,TRUE  ,ISC      ,mb    ,4.2,NEIC     ,mb    , 4.5,IDC      ,mb    , 3.6,IDC      ,mbtmp , 4.0,IDC      ,MS    , 3.5,NDI      ,ML    , 3.1,NDI      ,MW    , 3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622295905,se  ,BKK      ,12-03-2021,21:36:57.60, 18.3400,  95.0900,17.0,      ,BKK      ,M     ,3.5,BKK      ,mb    , 4.2,BKK      ,mB    , 4.4,BKK      ,Mjma  , 2.9,BKK      ,ML    , 3.7,BKK      ,MLv   , 3.3,BKK      ,Mw(mB , 3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
